Country Name,Country Code,Series Name,Series Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024],2025 [YR2025]
Tonga,TON,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,398647106.570554,410050165.33883,441311484.958439,443938563.108816,449457846.414101,454813888.177702,467949905.8506,467830386.928374,500611922.931961,484683348.834909,495192880.884661,537451982.784972,552712180.941159,561919492.967963,572937329.214886,586521175.845544,634558104.972556,682649947.983094,706965180.742036,728206149.830341,755563873.605943,767840199.445056,801662650.436176,879837928.045964,912762798.711679,958403639.778091
Trinidad and Tobago,TTO,"Population, total",SP.POP.TOTL,1319774,1325567,1332011,1338709,1345380,1294494,1297944,1303188,1308587,1310106,1317714,1328019,1335194,1340557,1345343,1349667,1353895,1356633,1359193,1363985,1366725,1367558,1365805,1367510,1368333,1367764
Trinidad and Tobago,TTO,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,16995641277.0603,18415880524.8069,20355151198.621,23579777694.2875,26981943972.3551,28955538728.4768,33704250729.933,36541985828.014,38537809093.8881,36723879792.2351,38581140384.8478,36695932591.946,38969499958.2759,40222851461.6569,40567697322.844,39895043321.4639,37534881289.5166,38722136791.6568,37830197946.177,38952505850.1377,34688134612.1244,41011981309.7518,38986988362.0318,48234746002.0515,48991473925.8969,49351005188.4137
Tunisia,TUN,"Population, total",SP.POP.TOTL,9764935,9869677,9971515,10071632,10166163,10255472,10346410,10441702,10542635,10650681,10765980,10886035,11009647,11141361,11274288,11402264,11528674,11650498,11765514,11875081,11974057,12048622,12119334,12200431,12277109,12348573
Tunisia,TUN,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,58760611384.8874,62443901889.1776,64275209088.8996,68856375091.0869,74972519565.0184,79175679644.7706,86370580333.3226,94088604844.9442,99610522919.4888,103982581722.674,108552525384.105,108506651045.141,112158068407.435,113861016947.282,119235919556.791,119776016615.589,124009382893.002,128424124617.876,135938260186.201,144509206481.736,138016726344.346,146018858353.125,160673934308.489,166909416204.831,175017526114.842,183566591756.828
Turkiye,TUR,"Population, total",SP.POP.TOTL,65425961,66245128,67048795,67831730,68592617,69329557,70045349,70158112,71051678,72039206,73142150,74223629,75175827,76147624,77181884,78218479,79277962,80312698,81407204,82579440,83384680,84147318,84979913,85325965,85518661,85878556
Turkiye,TUR,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,601134381414.377,582432837770.425,602185815330.545,631397508642.156,728015948620.842,809676727347.233,939532603399.1,1039371401548.09,1135648712668.76,1107212472710.59,1267016483879.41,1450916852312.62,1547490274215.19,1696107320325.07,1850967663946.9,2002959438140.47,2096820386655.84,2248865366334.77,2298779162445.41,2359586456446.9,2406906400635.52,2664487871892.8,3358619575806.9,3647747037660.68,3806381057583.58,3832674632585.32
Turkmenistan,TKM,"Population, total",SP.POP.TOTL,4582677,4675409,4769465,4863865,4958093,5052257,5147105,5244046,5345029,5451592,5564356,5683417,5808546,5939341,6075283,6215770,6360041,6507061,6655524,6803944,6949912,7092043,7230193,7364438,7494498,7618847
Turkmenistan,TKM,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,18586307755.3143,20156547256.8443,20494432391.2687,21802034566.6623,23413713221.7481,25804289730.6464,29788651082.7232,35142196746.6268,40028353496.6104,42351523279.9183,45727179128.3993,52789503109.1209,58031578711.0639,63559766532.2189,68969960120.1894,74409400939.6171,80024241583.6647,82817503585.5768,91601912933.5642,97961663379.7601,102061748559.637,112794710453.487,128245777212.628,140899469881.353,155917924520.06,173939057152.684
Turks and Caicos Islands,TCA,"Population, total",SP.POP.TOTL,18730,19576,20597,21727,22856,23988,25123,26270,27427,28588,29739,30846,32127,33653,35050,36605,38315,39913,41559,43166,44386,45243,45847,46198,46535,46855
Turks and Caicos Islands,TCA,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,847192737.628191,947293632.381773,1102029707.74853,1203381548.28246,1291866122.12952,1318165029.65965,867142875.851411,1138398238.49354,1369665840.34174,1636624027.39293,1744957466.36173,..
Tuvalu,TUV,"Population, total",SP.POP.TOTL,9544,9586,9623,9695,9816,9940,10056,10182,10321,10461,10614,10780,10934,11001,10984,10963,10930,10869,10751,10581,10399,10194,9992,9816,9646,9492
Tuvalu,TUV,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,38514073.2986398,46212666.6195609,57527951.7561236,40728279.9383353,45217255.2121426,45513201.4971772,45658262.4443205,54029959.2541635,53947237.9125578,55343076.8493028,50232019.736496,51343032.0099192,44692338.721797,55418336.5516417,49541060.7031473,64099226.509523,63864306.1814183,63822634.7855111,69159763.5252353,73653398.3448336,73435999.62722,75870816.8596643,74476438.8822259,77066772.3605387,85055856.9254156,104445864.24913
Uganda,UGA,"Population, total",SP.POP.TOTL,24000150,24745676,25532870,26352124,27154515,27963289,28794003,29653430,30539553,31451151,32390802,33354543,34337438,35337042,36395539,37531446,38799152,40177388,41565831,42999637,44457152,45910930,47312719,48656601,50015092,51384894
Uganda,UGA,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,26691305503.7023,28463850421.1665,31613732908.1017,34344913233.6988,37520856143.6121,41085455103.6922,47053810368.0117,52582488731.6191,58301458169.6533,62342139983.744,66623634144.4397,74468592859.5027,68297945479.2269,70655723558.0964,75889780165.6843,80598864466.3894,82538604596.4604,84660191361.7852,93401234175.8347,102190328109.926,110270809531.468,120571390981.291,135153393429.628,147037639299.458,159423226776.87,175122628397.378
Ukraine,UKR,"Population, total",SP.POP.TOTL,49556660,49106855,48677281,48315136,47979507,47585556,47278694,47062798,46819175,46623731,46456003,46307853,46210056,46126770,45972380,45784896,45616832,45436041,45208907,44957458,44680014,44298640,41048766,37732836,37860221,38980376
Ukraine,UKR,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,196223860078.455,221441200331.199,237061600460.607,265327384212.935,305529918792.513,324318891887.716,357151863098.1,400085858326.92,413855748769.112,351982871967.733,378104057617.89,401845866680.09,436604653738.995,495612646110.555,453348694759.919,449239721496.96,474782135855.741,503730262075.806,542425697722.942,611906063612.544,670442390848.848,724798384656.189,599442847473.874,640831429709.721,661438495351.984,684625493390.847
United Arab Emirates,ARE,"Population, total",SP.POP.TOTL,3493575,3723590,3956826,4192457,4428967,4664790,5009100,5624635,6302664,6707058,6869838,7104538,7391448,7693031,8059440,8505237,8935095,9223225,9346701,9445785,9401038,9575152,10074977,10483751,10986400,11513149
United Arab Emirates,ARE,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,340390040453.881,352997951305.943,352982660852.883,388201603871.219,439060867233.029,480101135723.55,546454760516.763,585445526661.118,603601171891.198,574488550546.555,584602189724.082,637274175744.033,659805373765.743,674103471851.972,706105730169.77,632140083212.974,628775365398.904,652691561463.537,726208372710.248,757509469647.24,624598521411.545,655522356651.398,756305988158.052,840821915351.898,896971562097.3,..
United Kingdom,GBR,"Population, total",SP.POP.TOTL,58892514,59119673,59370479,59647577,59987905,60401206,60846820,61322463,61806995,62276270,62766365,63258810,63711000,64138000,64619000,65087000,65606000,65964000,66287000,66628000,66740000,66978000,67636000,68526000,69281000,69487000
United Kingdom,GBR,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,1572744231741.18,1665435655553.01,1751667326204.53,1834817682288.97,1945059833234.48,2003576783551.6,2113434485530.55,2168409948907.28,2253393587775.82,2178862235372.86,2301319822391.28,2375023369383.56,2431103680836.45,2527877822014.59,2636995950999.65,2723621798250.24,2843470040066.63,3030698173096.45,3115110351105.26,3360937185010.42,3182737364678.95,3472372461259.24,4078359063450.09,4095927253904.52,4310824463640.17,4461603259091.79
United States,USA,"Population, total",SP.POP.TOTL,282162411,284968955,287625193,290107933,292805298,295516599,298379912,301231207,304093966,306771529,309378227,311839461,314339099,316726282,319257560,321815121,324353340,326608609,328529577,330226227,331578104,332100166,333996304,336755052,340003797,341784857
United States,USA,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,10385197000000,10749023000000,11056572000000,11539140000000,12322009000000,13170993000000,14071835000000,14557597000000,14723881000000,14436590000000,15185160000000,15861958000000,16640301000000,17140708000000,17984237000000,18608138000000,18983369000000,19837150000000,20883383000000,21764838000000,21466292000000,23838657000000.1,26207041000000,27571321999999.9,28993442999999.9,30585823000000
Uruguay,URY,"Population, total",SP.POP.TOTL,3266206,3274251,3278867,3281186,3283148,3285771,3289506,3295153,3302177,3310091,3318580,3326825,3335401,3345337,3356334,3368017,3379283,3388438,3394534,3397206,3398968,3396695,3390913,3388081,3386588,3384688
Uruguay,URY,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,35593786420.7326,34983636007.3928,33074871036.9145,32430008208.5657,34879286751.785,39237749357.1434,42394747958.3546,46408278232.3841,50315012571.8289,52632245034.2606,57187124000.0038,61598786878.5658,60406396524.6273,65665517316.0693,68934876504.9747,71495545532.6973,73612478086.266,75613023866.469,78135505303.1426,83299174637.921,82722431150.2294,89932324120.4473,101692014856.159,109104242031.34,116385579771.339,122964562744.347
Uzbekistan,UZB,"Population, total",SP.POP.TOTL,24787054,25090283,25399980,25711259,26029350,26356975,26699043,27076008,27494774,27939328,28385506,28823196,29261903,29724065,30222994,30749346,31284568,31819178,32373490,32964701,33586372,34243696,34938955,35652307,36361859,37053428
Uzbekistan,UZB,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,72027629293.3131,76581164171.3714,81069351440.3385,86427268469.2662,95958425153.9474,106058092315.264,117135487886.191,136915458470.375,154198285222.786,163389440166.712,176722726253.29,195305012746.127,203466941091.167,218524850128.195,228364230946.084,240118577882.734,248095405236.268,262274752260.435,281672484505.093,296776030742.108,300285076442.621,333818871123.002,381721930603.236,420221230625.235,459501776727.166,505247547353.934
Vanuatu,VUT,"Population, total",SP.POP.TOTL,186281,191031,195863,200746,205711,210760,215923,221276,226896,232731,238248,243474,248883,254482,260240,266101,272087,278507,285259,291985,298858,305868,313046,320409,327777,335169
Vanuatu,VUT,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,448292347.675679,455864715.928207,427787608.635614,454167366.403419,482528795.379265,517035494.431601,588894258.195703,621029220.244111,695495679.409409,699696655.25341,720577343.798626,763578924.852425,762410646.16497,820229606.443651,881334394.839715,922725959.468917,970470002.869715,1050109934.13687,1142189180.34621,1222188995.29322,1147522426.30083,1248454722.3804,1419149365.65419,1468643749.51063,1532648761.46721,1665501812.02768
"Venezuela, RB",VEN,"Population, total",SP.POP.TOTL,24526708,24979922,25435671,25892703,26340838,26785804,27224686,27649363,28053696,28438298,28813101,29185212,29553826,29912198,30254079,30573972,30765720,30565323,29807592,28938098,28444077,28237826,28213017,28300854,28405543,28516896
"Venezuela, RB",VEN,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,345064516485.99,363494419116.301,333288314762.326,314421623318.431,380117042884.688,437729008153.735,499816059745.556,565892356680.031,602758619643.499,582922153227.694,578612441633.9,608356697545.185,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Viet Nam,VNM,"Population, total",SP.POP.TOTL,77154011,77969361,78772224,79563777,80338971,81088313,82167897,83633375,85175788,86460018,87455152,88468314,89510356,90573104,91679578,92823254,94000117,95176977,96237319,97173776,98079191,98935098,99680655,100352192,100987686,101598527
Viet Nam,VNM,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,199414106870.681,216694930656.7,233437769524.516,254540137547.845,280448977419.195,311165874438.387,342286199379.687,374646043706.999,402928818710.956,422707398307.174,456692413944.625,497552154232.623,552611427110.445,591114739558.674,643626834554.391,675964750828.809,743900376751.093,820021816285.019,914187294043.872,1017913175806.38,1089957330437.95,1131072479989.59,1319102385532.66,1430563116070.54,1600452078876.74,1786022723580.5
Virgin Islands (U.S.),VIR,"Population, total",SP.POP.TOTL,108642,108549,108509,108505,108466,108453,108369,108337,108397,108404,108357,108290,108188,108041,107882,107712,107516,107281,107001,106669,106290,105870,105413,104917,104377,103792
Virgin Islands (U.S.),VIR,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
West Bank and Gaza,PSE,"Population, total",SP.POP.TOTL,2922153,2997784,3075373,3154969,3236626,3320396,3406334,3494496,3591977,3689099,3786161,3882986,3979998,4076708,4173398,4270092,4367088,4454805,4569087,4685306,4803269,4922749,5043612,5165775,5289152,5413596
West Bank and Gaza,PSE,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,9039693041.6234,8112847786.76129,7094244061.46793,8248849166.3663,10215550128.987,11923103698.4022,12287392559.5538,13284286720.8147,14505579644.1765,15487617552.5405,16523056397.0779,18568276886.8443,22144601516.5245,23322052502.3125,24839947465.7724,27657931279.8671,29731907745.5068,30795008308.533,33262172484.9987,35224760156.3895,33201238941.2151,33462218519.5544,38422219588.0579,38211414328.5027,26540394863.6385,28766838283.625
"Yemen, Rep.",YEM,"Population, total",SP.POP.TOTL,19624141,20226147,20835086,21456379,22095167,22790085,23543083,24318082,25111941,25927724,26754387,27582897,28433647,29312952,30226309,31159379,32109010,33090921,34085182,35111408,36134863,37140230,38222876,39390799,40583164,41773878
"Yemen, Rep.",YEM,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,47353041773.0518,50816404151.7566,53267372172.6557,55705695710.9066,58829115469.1908,64117551647.6166,70576704431.61,75099927134.8549,78593496115.2597,84304877871.4056,90723652039.0268,79742575752.6669,81652538392.2555,88588684668.5626,..,..,..,..,..,..,..,..,..,..,..,..
Zambia,ZMB,"Population, total",SP.POP.TOTL,10017631,10325185,10647949,10983595,11338198,11718819,12129553,12565085,13021324,13490389,13965594,14437796,14913629,15398997,15895315,16399089,16914423,17441320,17973569,18513839,19059395,19603607,20152938,20723965,21314956,21913874
Zambia,ZMB,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,16373191373.8638,17688643415.7243,18858981272.4182,20709889342.6061,21944073636.3271,23965395504.4922,26201821109.9482,28572878466.5087,32508379358.1488,37692144303.7023,40351133308.2133,44313413076.5895,48727848193.1921,51352538032.7256,53588354307.556,53655225404.5101,54313051730.9539,56537327477.793,60912388723.8103,61182014407.4613,57605371746.4404,63361858944.3591,73107643246.2263,79445702785.8766,80192152253.1064,87437580474.8191
Zimbabwe,ZWE,"Population, total",SP.POP.TOTL,11892055,11971901,12087653,12232323,12365896,12483432,12636445,12804058,12959149,13142790,13356548,13595424,13817887,14013808,14207359,14399013,14600294,14812482,15034452,15271368,15526888,15797210,16069056,16340822,16634373,16950795
Zimbabwe,ZWE,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,34793472495.9826,36695303119.474,34607133512.4176,29666370573.5528,27784285656.913,27114158513.4639,26160188398.2216,24965409199.5698,18717145343.8538,28561423150.58,34372564260.455,39744116461.5221,46412079139.7839,51360406626.9162,53663569853.248,57223234352.7814,58892084310.8043,155264283401.461,59210569113.421,62881339475.7982,64005154552.9251,75064686477.4582,85334737316.734,93783520307.0333,97698489620.4739,108380659316.16
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated: 07/13/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
