Country Name,Country Code,Series Name,Series Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
Africa Eastern and Southern,AFE,"Population, total",SP.POP.TOTL,401600588,412001885,422741118,433807484,445281555,457153837,469508516,482406426,495748900,509410477,523459657,537792950,552530654,567892149,583651101,600008424,616377605,632746570,649757148,667242986,685112979,702977106,720859132
Africa Eastern and Southern,AFE,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,824901414536.993,873832919689.574,925910392631.608,978169046243.989,1061254431928.62,1162185189494.48,1276233307012.9,1391273320644,1474004751756.91,1506300160838.72,1591825480165.32,1694115534085.52,1710201040898.69,1821140901768.17,1958330538404.94,2035249028186.71,2162052843714.76,2238270715627.01,2354643378757.02,2452005524224.94,2428280918219.67,2653519342015.35,2939589589046.14
Africa Western and Central,AFW,"Population, total",SP.POP.TOTL,269611898,277160097,284952322,292977949,301265247,309824829,318601484,327612838,336893835,346475221,356337762,366489204,376797999,387204553,397855507,408690375,419778384,431138704,442646825,454306063,466189102,478185907,490330870
Africa Western and Central,AFW,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,..,..,..,..,..,..,..,..,1027392898558.72,1094752528969.29,1180246037164.44,1263738572717.65,1343211628276.08,1435154117256.04,1587047865456.49,1620866860072.07,1645324950363.69,1701905819739.01,1790731286445.75,1891321433202.05,1914419170555.99,2057972173233.77,2282913200805.92
Arab World,ARB,"Population, total",SP.POP.TOTL,287065982,293512340,300018650,306573087,313249616,320558754,328703057,337498222,346630443,355754908,364427661,372351065,380383408,389131555,397922915,406501999,415077960,423664839,432545676,441467739,449228296,456520777,464684914
Arab World,ARB,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,2873661048737.46,3000146966401.12,3021381144904.77,3208267280058.09,3604889334587.85,3893759577868.9,4280198457995.38,4623824290826.29,4969034425863.78,4997215514198.59,5247404215618.67,5552498289697.88,6026266786596.86,6152580427265.22,6209979210294.29,5764514525777.94,5718721505037.15,6090100375069.09,6363797833949.44,6572459734743.35,6363790504374.45,6914509575066.54,7829695832236.61
Caribbean small states,CSS,"Population, total",SP.POP.TOTL,6582141,6626803,6671842,6716747,6760372,6802474,6844183,6884705,6923924,6964240,7004428,7044357,7088996,7135884,7181044,7224602,7265272,7303634,7374650,7424102,7444768,7481877,7505478
Caribbean small states,CSS,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,59554551216.0767,62095042705.9076,65644555099.3489,71073772668.6734,76990304633.8149,81774537812.5725,90395343194.6528,96780569381.6818,100485940945.573,97124061909.9573,100189085585.093,100497833300.68,105162914449.14,108412224563.423,110347078317.91,111152883764.604,109107510547.036,115079372685.185,118097068474.176,122059027630.694,112398270552.055,125932062569.839,151127538923.904
Central Europe and the Baltics,CEB,"Population, total",SP.POP.TOTL,108447824,107660041,106959751,106624167,106331716,106041911,105772481,105378748,105001883,104800475,104421447,104174038,103935318,103713726,103496179,103257886,102994278,102740078,102538451,102398537,102180124,101413176,100108221
Central Europe and the Baltics,CEB,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,1069933183039.31,1145727999424.67,1224491869882.88,1284862102318.47,1382672586545.17,1473711302674.03,1623102059345.86,1789277156947.72,1996245091411.72,2003547625150.9,2101589292837.54,2237347689318.43,2319539754668.65,2398659524213.66,2499648272132.81,2605387618194.54,2761280613874.46,2961578615019.2,3169895643278.48,3461676186322.89,3460745344983.34,3696298348779.93,4150423235124.44
Early-demographic dividend,EAR,"Population, total",SP.POP.TOTL,2499206970,2545843129,2591204247,2635731526,2680567394,2725013738,2769421149,2813790790,2857587007,2901329923,2946285613,2991403487,3035159632,3078407213,3121656203,3165214886,3208369547,3250752755,3292896609,3334561751,3374383528,3411268373,3447398652
Early-demographic dividend,EAR,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,10241094743730.5,10734302759209.3,11132303464709.1,11955564162430,13051668306974.1,14277676267038.3,15770444814595,17266056334304.5,18360944442841.1,18900288317260.6,20349557431255.4,21866042996982.2,23287417058237.8,24291648931651.7,25323735094500.6,26013734649783.6,27342377677264.6,29040011758023.6,30858232735344.4,32139739889314.9,31193653036002.9,34533053820661.5,39424004197287
East Asia & Pacific,EAS,"Population, total",SP.POP.TOTL,2048148696,2066530023,2083969920,2100610344,2116651449,2132517760,2148405823,2164155292,2179914111,2195169711,2210203758,2225992094,2243776727,2261274500,2278232287,2294507020,2310721864,2327132966,2341383691,2353856866,2363934334,2370189840,2375162207
East Asia & Pacific,EAS,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,11737405819272.6,12494670021525.5,13388042316013.8,14398754495039.6,15752978584563.6,17227103530488.6,19140659420012,21362156154055.7,22907871468751.9,23812306917841.1,26015575055741.6,28122531187200.2,30260953581080.6,31975587566720.5,33552363898240.3,34643048697799.1,36018229610536.7,38015400761985.3,40724752293714.2,43209220116092.3,43760120164529,48187621603374.5,53023601600466.3
East Asia & Pacific (excluding high income),EAP,"Population, total",SP.POP.TOTL,1817006555,1834101877,1850472928,1866240858,1881561559,1896788261,1911721676,1926306467,1940768141,1955042105,1969186913,1984267781,2001264155,2018068461,2034264880,2049757846,2065173002,2080919319,2094524854,2106391925,2116378687,2123628421,2129112126
East Asia & Pacific (excluding high income),EAP,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,5894393879578.5,6439839974871.07,7064585037348.79,7825415893231.67,8745032359930.84,9840532563069.67,11257482317938.3,12964912727211.5,14345179730487.5,15432507811513.8,17083970911894.5,18826060254580.1,20622177313100.6,21860654775126.5,23214160656490.8,23936063821374.5,25185680057350.2,26834054245918.9,29180843370438,31444453305531.8,31977880229802,35725224568985.2,39553470015273.4
East Asia & Pacific (IDA & IBRD countries),TEA,"Population, total",SP.POP.TOTL,1793649873,1810599718,1826844868,1842469495,1857622964,1872697597,1887496209,1901960228,1916309337,1930470829,1944510719,1959494275,1976386829,1993077336,2009149689,2024511016,2039794828,2055414680,2068898629,2080648616,2090523535,2097669023,2103055378
East Asia & Pacific (IDA & IBRD countries),TEA,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,5887017113831.52,6431780589646.19,7055743790906.02,7815622475774.95,8734088053105.25,9828217250413.9,11243393709057.2,12948687288926.8,14327246108907.5,15413210272376.8,17062601934234.5,18802516012037.4,20596403350181.2,21833338242755.8,23185162952483.6,23906169025320.7,25154229666959.7,26800530830387.2,29144384101715.2,31405179411623.1,31937959945112,35680633892339.1,39504079911939.8
Euro area,EMU,"Population, total",SP.POP.TOTL,321324622,322562386,324141533,325904835,327702192,329398861,330939600,332660837,334290264,335377620,336171621,335442349,336183135,337328817,338486932,339514675,340509447,341246081,342065158,342452734,342913447,343063979,344475911
Euro area,EMU,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,8135465349661.17,8521547715445.88,8862013834717.92,9062612188487.71,9511671456685.38,9909604995466.59,10787801871386.1,11438440978822.5,11867475050240.5,11677650413834.8,12054794995901.6,12599968024149.1,12768857595898,13228627313673.2,13593625072384.9,13945378729637.4,14876268847657.5,15624672899472.2,16378315173302.8,17349057242716.4,16580798169972.3,17923743159765.8,19671792857656.8
Europe & Central Asia,ECS,"Population, total",SP.POP.TOTL,862786211,863909133,865474170,867701442,870270838,872913705,875627934,878456268,882088404,885659803,889169629,891329416,894660467,898607432,902670860,906695444,910633273,914078289,917380453,920277481,922353365,923564027,920375568
Europe & Central Asia,ECS,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,13671295515260.8,14366080993283.9,15049076292633.3,15671050243794.4,16719709841992.4,17693300615337.5,19604646169898.2,21011634721340.6,22430591472856.4,21994381170129.2,23080976934476.6,24500044282044.3,25283314576838.3,26526480813780.4,27308332061493.2,27806468452664.2,29202687525179.9,30899090776740.8,32581096375727.6,34366611785885,33335977307480.7,36486334811394.6,40366731747862.4
Europe & Central Asia (excluding high income),ECA,"Population, total",SP.POP.TOTL,370646199,370739184,370807684,371072025,371533136,372077135,372780224,373485209,375012208,376867673,379079046,381328678,383374474,385623200,387912182,390267733,392579664,394705361,396674671,398690076,400061023,401682855,397824705
Europe & Central Asia (excluding high income),ECA,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,2240272182215.81,2378551561493.06,2547531737211.25,2804280728568.09,3150773546895.92,3537615907616.28,4214637594209.32,4715537586022.42,5395706893242.87,5220754257172.12,5632500519498.89,6247222977654.53,6682389907318.94,7243554918033.77,7439818597177.61,7369605787962.1,7536183432560.92,8042552106421.18,8630178287647.39,8923923516020.78,8963952362509.13,9942217171979.75,11020720412879.1
Europe & Central Asia (IDA & IBRD countries),TEC,"Population, total",SP.POP.TOTL,435816101,435418872,435070718,435154320,435471706,435872410,436426410,436798968,437985547,439691944,441664138,443820083,445763231,447902778,450071285,452273365,454426367,456393433,458211234,460092452,461273023,462431038,457549063
Europe & Central Asia (IDA & IBRD countries),TEC,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,2824419834547.46,2995372270888.36,3205673275084.13,3485763329760.76,3891685180613.69,4321315246086.19,5088342505474.59,5693499749902.48,6503657995571.78,6350526307551.59,6831486798640.96,7540857784920.4,8025640901406.94,8615140788033.06,8867861190734.09,8873230712740.83,9132652416247.22,9764436189419.34,10478416618793.7,10956591389175.1,11009300724629.9,12134169483652.5,13500493083710.3
European Union,EUU,"Population, total",SP.POP.TOTL,429342455,429910140,430898141,432434810,434059923,435600393,437014860,438484072,439892213,440934530,441552554,440769682,441419873,442496175,443601373,444570054,445515422,446215182,447001100,447367191,447692315,447178112,447370510
European Union,EUU,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,9457413440911.87,9914704241228.33,10337854940870,10603682099711.7,11165521535986.4,11648609128615.4,12706345380415.1,13536335144454,14176234676387.3,13986507330293.4,14488617726400.9,15186746571566.9,15437151085154.5,15983011561766.3,16455823428113.6,16933599812037.4,18042459826825.5,19017978252026.3,19993752613910.1,21280911502242.1,20523084338777.4,22162444835087.1,24419918074153.9
Fragile and conflict affected situations,FCS,"Population, total",SP.POP.TOTL,612628069,626414685,641818620,658026690,674005044,690401342,707149927,723853346,741306396,759795159,778717407,797785010,817412582,837410155,857018106,876436311,896272698,916427867,936721531,957785553,979763631,1001844479,1019139254
Fragile and conflict affected situations,FCS,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,..,..,..,..,..,..,..,..,2927847938321.14,2966686251557.29,3158343235299.86,3234666057909.96,3525086893170.6,3761728925599.71,3880173759097.13,3832872720261.04,3970016736295.29,4187283203276.87,4406093557288.28,4609995459418.57,4447454047610.09,4692736629551.6,4990432023698.62
Heavily indebted poor countries (HIPC),HPC,"Population, total",SP.POP.TOTL,475127894,488040621,502494432,517663749,532571131,547936900,563930944,579864063,596301357,613535903,630953183,648927117,667520863,686620331,706617213,727129254,748356635,770390212,792615894,815100831,838066650,861156745,884288332
Heavily indebted poor countries (HIPC),HPC,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,595689360875.899,634263438381.654,668374197331.82,712750208855.363,774032557399.988,846639533688.875,925593092171.286,1005983124398.55,1085179434801.34,1141750100585.22,1213163116133.02,1293284405804.79,1328724358782.05,1416913947886.51,1585207913268.52,1670188467875.02,1786240494136.34,1888962304884.29,2010163638267.08,2133429575782.96,2168739195508.15,2339906859619.13,2625809615284.35
High income,HIC,"Population, total",SP.POP.TOTL,1102139639,1108870086,1115681856,1122515138,1129571825,1136981371,1145510251,1154791752,1164409232,1173066945,1180459116,1185474102,1192042103,1198818424,1205686277,1212444178,1219354936,1225544265,1231508785,1236709936,1241718902,1241268556,1244364814
High income,HIC,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,30479726472759.4,31698663859406.3,32828008311408.6,34162821191010.8,36387686832957.8,38494222733244,41468375880094.7,43644641364136.7,44938603738859.9,44120239115173.6,46335563630323.9,48625900478656.5,50436223792499.4,52317857537440.7,54147653339074,55300031094924.6,57074155668128.3,59822989683870.4,62574378084873.6,65261025330599.1,63695600815552,69347913869508.9,76420387459690.2
IBRD only,IBD,"Population, total",SP.POP.TOTL,3980362565,4027427875,4073344085,4118689510,4164013241,4208938572,4252600296,4294824957,4338065967,4382047562,4425784776,4471184320,4518973677,4567977613,4616584921,4663653202,4709004177,4753252242,4794555928,4832928887,4867091692,4895372787,4913887020
IBRD only,IBD,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,17427524072851.2,18550265412526.2,19704711709715.2,21260209229750.2,23521865056757.5,25963117431943.1,29399692924602.7,32961228313571.5,35967850974712.6,37301308035691,40561139956410.9,44055238372271.7,47285376189654,49842789113288.9,51990680044499.5,52905315752337.9,55295802594453.8,58802222110618.9,63092977981430.4,66671944541823.1,66233356468344.3,73745835413734.3,82232892843011.9
IDA & IBRD total,IBT,"Population, total",SP.POP.TOTL,5093905754,5168706338,5243283354,5317576423,5391795246,5465994258,5539726956,5612590218,5686534868,5761985631,5838720255,5917716358,5998432110,6079501853,6160290229,6240231201,6319805369,6399653365,6477695468,6553978299,6627317499,6695487825,6754029970
IDA & IBRD total,IBT,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,19315983587165.4,20558927851197.7,21819875372506.7,23527566980513.6,26004992333587.3,28697713537918.8,32411486428923.1,36271477316446.8,39523418077089.9,41046647043969.9,44569024130337.6,48333242355791.3,51823812315436.9,54695188144520.6,57246442024818.1,58413056269323.9,61102936084895.1,64894844749965.8,69632619024229.2,73604836478999.1,73232575988415.6,81382132900636.7,90738205843678.5
IDA blend,IDB,"Population, total",SP.POP.TOTL,370910722,381142622,390704440,399995493,409622323,419337831,429250772,439576756,450269469,461410153,473204510,484919898,495868522,506443358,516900084,527175885,537358412,547984961,559155599,570633332,582637127,595016031,607735968
IDA blend,IDB,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,..,..,..,..,..,..,..,..,1642703402080.87,1727395441843.65,1844788371973.06,1968710141721.16,2081889246231.6,2212161549535.77,2375248128602.43,2470710568728.01,2557493175640.81,2650681977181.31,2829489970767.1,2964370552239.37,2969786945538.65,3266281796591.83,3634625004006.98
IDA only,IDX,"Population, total",SP.POP.TOTL,742632467,760135841,779234829,798891420,818159682,837717855,857875888,878188505,898199432,918527916,939730969,961612140,983589911,1005080882,1026805224,1049402114,1073442780,1098416162,1123983941,1150416080,1177588680,1205099007,1232406982
IDA only,IDX,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,1010975636737.9,1078877568334.66,1141719800997.85,1225484525987.72,1334415028089.2,1468614376382.45,1610926426394.7,1775907939314.21,1922746665823.7,2028556518903.59,2174295110669.59,2321025306736.03,2469530604794.16,2653521837538.5,2896909160079.23,3055871219345.2,3271869080520.2,3465953666055.87,3736592460907.64,3998186511648.55,4061072432094.73,4402429411836.69,4906838581711.69
IDA total,IDA,"Population, total",SP.POP.TOTL,1113543189,1141278463,1169939269,1198886913,1227782005,1257055686,1287126660,1317765261,1348468901,1379938069,1412935479,1446532038,1479458433,1511524240,1543705308,1576577999,1610801192,1646401123,1683139540,1721049412,1760225807,1800115038,1840142950
IDA total,IDA,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,1925560016020.17,2047858822098.28,2153068897984.01,2305188785014.43,2519705619610.67,2773674650592.16,3038455687143.53,3326362982235.27,3561399296540.33,3751656162335.83,4014453064861.56,4284790335323.78,4546141417699.18,4859978815424.99,5265183157882.61,5518571303047.44,5818946747792.19,6104377462807.65,6552277457864.29,6946462651020.89,7013649304449.55,7651035464257.79,8521570074535.25
Late-demographic dividend,LTE,"Population, total",SP.POP.TOTL,2046026051,2060709239,2074581734,2088091467,2101411095,2114895075,2128519993,2142132712,2156046215,2169857353,2182768187,2196512073,2212381413,2228485037,2244043359,2258406242,2272340223,2286627723,2298987594,2309491804,2317277554,2322606486,2325542891
Late-demographic dividend,LTE,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,9614341441287.29,10328927370181.6,11141094759689.5,12193515261596.8,13574899367139,15113388709796.9,17374385789590.8,19728059902818.1,21857953120498,22746321917851.2,24808141071998,27222876346226.1,29338271791304.3,31076369111783.8,32538285353344.3,32731034520230.9,33938092507154.1,36097655658452.2,38989189464127.9,41586120870289.9,42092128613231,47000779924575.9,51824817663847.4
Latin America & Caribbean,LCN,"Population, total",SP.POP.TOTL,521281149,528688278,535935546,542976557,549897638,556739532,563424119,569972223,576386180,582738079,588873862,595510008,602139396,608642242,615046755,621390109,627668470,633797190,639628226,645295804,650534986,654980630,659310564
Latin America & Caribbean,LCN,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,4431014917841.7,4558815545622.42,4631067821552.05,4814434645413,5208069108814.52,5607657622341.58,6211378857000.09,6759041872945.9,7188903176936.46,7148324585888.93,7646662796533.35,8228708456775.27,8512587729025.14,8916896297802.52,9198066572191.58,9193026405572.49,9414505986622.42,9884802538361.69,10223806681865.6,10459488935155,9945406834578.8,10973634871173.3,12241633120450.3
Latin America & Caribbean (excluding high income),LAC,"Population, total",SP.POP.TOTL,468125382,474817217,481353718,487688819,493917791,500076606,506094784,511989821,517759389,523473668,528978305,535014773,541048298,546954103,552781789,558562792,564377885,570381211,576620516,582701622,588011178,592503434,596596955
Latin America & Caribbean (excluding high income),LAC,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,3899254817174.4,4001574752113.35,4091317463401.33,4278122743735.94,4592780071167.48,4921268725226.51,5423739872391.03,5882129047497.51,6272930973154.88,6252484911716.88,6716056136722.27,7237184754071.71,7461713760449.59,7807979442323.62,8054223102559.57,8023153270188.48,8206061310137.89,8616256566375.78,8904800823140.64,9104103583717.78,8663647305081.58,9534503501799.78,10631233693501.8
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Population, total",SP.POP.TOTL,505304844,512664811,519865563,526861169,533741619,540553499,547224720,553771247,560186837,566539590,572674666,579334666,585986944,592507619,598949385,605335594,611668087,617875842,623841282,629515571,634680385,639188695,643602758
Latin America & the Caribbean (IDA & IBRD countries),TLA,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,4285132264418.85,4408575042609.76,4478459242854.26,4656595266835.7,5034448226611.91,5425346071778.75,6015485219947.85,6550827722379.63,6973876457435.49,6937117989401.62,7427427494658.77,7998492360624.11,8276432249487.77,8674216094353.97,8950689239477.32,8945378216187.77,9163951955873.26,9628086915537.19,9962555469244.68,10190393040752.6,9691449379311.64,10695510333825.1,11929875923464
Least developed countries: UN classification,LDC,"Population, total",SP.POP.TOTL,662018171,678096204,695718323,713914587,731736892,749852827,768211301,786317083,804637337,823699833,843512714,864134636,885375140,907133963,929398042,951928215,975265947,999288864,1023493788,1048193552,1073743450,1099568566,1125179454
Least developed countries: UN classification,LDC,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,832816570791.311,896666488021.526,958404596066.606,1029283686885.49,1124435921014.65,1243507417673.45,1369889956971.46,1521855928841.04,1651160596524.43,1750369847065.85,1873556673072.53,1991600401594.98,2106772193393.96,2263132294959.49,2459845932877.67,2577710777763.04,2759763634283.07,2924523796540.12,3146354731729.59,3370265886883.03,3420823966950.93,3687715370547.7,4130479282375.58
Low & middle income,LMY,"Population, total",SP.POP.TOTL,5017754094,5092597797,5167128185,5241165329,5315125594,5389050292,5462498035,5535250735,5609097906,5684268515,5760811387,5839474111,5919873728,6000646643,6081160760,6160876270,6240319049,6320334263,6399036689,6476092964,6549996251,6618837270,6678280291
Low & middle income,LMY,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,18314255265311.7,19504601995749.7,20747148901804.5,22444561056011,24801578246846.1,27392043189193.1,30928014364419.7,34609681477537.5,37702327603729.8,39228556137285.9,42657166063290.7,46278840388249,49659143560634.1,52448867966654.9,54909288011132.5,55970668720747.6,58525564095526.6,62132257566071.7,66683830983573.8,70427977541694,70082728808370.2,77943069401733.7,86864137142090.2
Low income,LIC,"Population, total",SP.POP.TOTL,382593480,392924294,404771898,417212831,429354375,441886612,455313027,469010772,482640782,496609143,510897321,525506329,540002626,553835758,567702296,582173028,597683499,613946858,630865826,648755452,667053670,685250041,703727949
Low income,LIC,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,365930147641.853,393986802499.459,413975507291.778,442768022675.165,482112996712.566,527777723107.377,569863149290.381,630460988523.352,676393526895.414,711510086838.924,763425949472.438,791495539420.271,785837947455.138,839283540240.076,938462050478.478,1000583448368.97,1089457971775.78,1138728692577.29,1205256948788.35,1279317632967.59,1304805307981.27,1389913929626.71,1550061024236.5
Lower middle income,LMC,"Population, total",SP.POP.TOTL,2259879800,2303146181,2345451008,2387347922,2429871397,2471959522,2513577643,2555229019,2596637908,2638537324,2681991417,2726052485,2769675465,2813932332,2858673420,2902878488,2946639176,2990172548,3033153113,3075311775,3117225754,3157462375,3190184199
Lower middle income,LMC,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,6104095976626.89,6523817450771.15,6917526336500.94,7521888262963.16,8248632157305.17,9048802708507.13,9968857210066.36,11005831905044.9,11617287055442.5,12215220635208.2,13150419820220,14035163837217.3,14997747629527.8,15751771043101.6,16459556202019.8,17038170195350.3,18097053338057.6,19213198157013.6,20668198796634.7,21785558810861.7,21329145315983,23546071783478.6,26511257443818.4
Middle East & North Africa,MEA,"Population, total",SP.POP.TOTL,321037453,327691655,333949565,340215354,347044925,354462370,362633997,371324802,380294099,389332369,397997557,406045323,414117603,422790409,431664579,440506473,448917409,456885486,465073490,473201775,479966649,486174763,493279469
Middle East & North Africa,MEA,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,3644130371713.18,3802882352376.29,3898557644942.74,4157848756380.11,4619525535700.67,4961727892585.97,5430411870587.07,5904227633198.81,6268306492497.69,6316958129361.67,6673206309618.55,7065282594061.5,7430343392399.47,7532135735136.38,7568723041266.45,7000846738754.81,7050934859374.28,7504272207654.68,7806267168338.82,8000989925539.59,7853361628471.68,8565080938586.13,9684467988734.52
Middle East & North Africa (excluding high income),MNA,"Population, total",SP.POP.TOTL,283899110,289544085,294813993,300102895,305945780,311948573,317983066,324080392,330293304,336675037,343313330,349770162,356239722,363310225,370756356,378137339,385054538,391607422,398375344,405259403,411810124,418047201,424328381
Middle East & North Africa (excluding high income),MNA,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,2025895249421.83,2142379799421.45,2241872398503.09,2331454691779.16,2581195160898.44,2747265012459.98,2996947779237.27,3299865979180.98,3497107761313.4,3586751698377.48,3797298651639.41,3857977554375.42,4012900526989.27,4029930994099.61,3985155928535.97,3822882619701.83,3930275851360.19,4162743986748.76,4333986407536.64,4436404554066.89,4392571474996.89,4794156163105.39,5356877961969.33
Middle East & North Africa (IDA & IBRD countries),TMN,"Population, total",SP.POP.TOTL,280976957,286546301,291738620,296947926,302709154,308628177,314576732,320585896,326701327,332985938,339527169,345887176,352259724,359233517,366582958,373867247,380687450,387152617,393806257,400574097,407006855,413124452,419284769
Middle East & North Africa (IDA & IBRD countries),TMN,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,2016975681903.03,2134471537797.05,2235066950840.36,2323505397768.01,2571310638293.1,2735693245413.18,2985044096317.47,3287005283000.1,3483051975936.59,3571721211654.96,3781261637957.96,3839898866748.56,3991087248035.03,4006746197677.97,3960172702020.55,3794665548328.36,3899644503329.74,4130783610951.78,4299671441784.98,4400810760215.75,4361168918057.12,4757757948682.03,5316068748204.5
Middle income,MIC,"Population, total",SP.POP.TOTL,4635160614,4699673503,4762356287,4823952498,4885771219,4947163680,5007185008,5066239963,5126457124,5187659372,5249914066,5313967782,5379871102,5446810885,5513458464,5578703242,5642635550,5706387405,5768170863,5827337512,5882942581,5933587229,5974552342
Middle income,MIC,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,17957352191496.1,19120569905339,20343354450894.6,22012375560436.7,24330551187161.2,26876110605851.4,30369311790812.3,33991094371686.9,37037984685989.1,38529953643069.7,41907285686752.9,45500286788181.8,48885038544582.7,51622292119906.6,53992356089761.8,54998081077050.1,57471824572985.5,61028782927117.1,65513890907668.7,69186912742459.7,68820690273552.9,76591653836894.4,85357194966636.2
North America,NAC,"Population, total",SP.POP.TOTL,312909974,316052361,319048184,321815286,324809693,327824506,331015609,334185120,337406357,340466060,343397156,345987373,348656682,351207902,353888902,356507139,359245796,361731237,363967201,365995094,369582571,370321816,372280991
North America,NAC,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,11264236661840.1,11660774297394.1,12002079718881.5,12536921088717.1,13381711416827.9,14317981939209.7,15292595973963.8,15837046216145.3,16045352211694.2,15715239015617.8,16513402868758.8,17258394343336.7,18122204860034.7,18723476165433.8,19642940890103.7,20236186430279.5,20683140299544.3,21634299405964.5,22764340482672.4,23621483588025.7,23258597180453.3,25638009295979.3,28233223707096.3
Not classified,INX,"Population, total",SP.POP.TOTL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Not classified,INX,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
OECD members,OED,"Population, total",SP.POP.TOTL,1200179492,1209244377,1218395986,1227425785,1236496893,1245447053,1254649810,1263898853,1273582053,1282495531,1290948297,1297593939,1305513492,1313643972,1322075502,1330315361,1338790910,1346867343,1354836308,1362014902,1369465369,1371917156,1376606817
OECD members,OED,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,29740768883793,30900337288771.6,32022986480342.2,33192965385941.3,35264838332180.6,37249459401303.3,40121803981249.8,42142672595942.5,43354288803679.1,42569532978068.8,44731252795812.2,46936363339366.9,48683867012540.2,50636224150884.8,52581574297571.4,54304546500170.5,56336257471619.1,58939024817853.9,61580403141572.2,64056344736152.5,62438123655316.3,67984537455247.5,75179946666968.2
Other small states,OSS,"Population, total",SP.POP.TOTL,21437978,21823886,22208079,22590088,22986615,23450481,24035320,24697686,25375277,26013714,26565994,27072916,27617274,28225790,28907552,29621042,30309997,30940313,31494491,32005477,32381464,32708277,33169026
Other small states,OSS,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,222779915112.234,239854267529.811,254298798480.837,272270371073.193,297806841848.68,322071634633.605,386371203318.39,440364656815.904,486202704693.487,489333866494.785,536518880826.928,601289525551.059,653869346172.577,679149741014.711,690072742836.461,611108255973.513,608728201532.011,665700535271.727,690681094232.742,723952268347.231,699197883774.476,751950163585.387,833617006781.899
Pacific island small states,PSS,"Population, total",SP.POP.TOTL,2035672,2064193,2091909,2119122,2146140,2172802,2199540,2226078,2251506,2276149,2301401,2327284,2353058,2379069,2405308,2431426,2457814,2484263,2510226,2536070,2566819,2602173,2639019
Pacific island small states,PSS,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,7747649241.11453,7880845944.47058,8242771636.53909,8475753996.52153,9079176401.48459,9634468488.7885,9799043662.68626,10179326879.4206,10546611204.9495,10655715679.9298,11016775215.7168,11597236720.5826,12191132346.2981,13251307331.4046,14730655022.7726,15830893538.8003,16336601335.0795,17046213842.8213,18143066300.0713,18570104900.1208,16808737307.1015,16929913058.94,20291968740.0881
Post-demographic dividend,PST,"Population, total",SP.POP.TOTL,1020793420,1025680403,1030818658,1035935060,1041241254,1046468599,1052106032,1058252873,1064631968,1070085408,1075046427,1077987051,1082488958,1087230525,1092179620,1097061415,1102020063,1106212920,1110123356,1113305347,1117418072,1116569892,1113495082
